scientificName,State,TerrestrialEcoregions,,,,,,,,,,,,,,,,,,,,
Quercus serrata,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Rhizophora apiculata,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Rhizophora apiculata,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Rhizophora apiculata,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Rhizophora mucronata,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Rhododendron arboreum,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Rhododendron arboreum,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Rhododendron barbatum,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Rhododendron barbatum,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Rhododendron campanulatum,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Rhododendron grande,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Schima wallichii,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Setaria viridis,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Shorea assamica,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Streblus asper,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Streblus asper,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Symplocos glomerata,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Syzygium cumini,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Syzygium cumini,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Syzygium cumini,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Syzygium nervosum,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Tecomella undulata,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Tectona grandis,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Tectona grandis,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Tectona grandis,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Terminalia alata,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Terminalia alata,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Terminalia alata,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Terminalia alata,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Terminalia alata,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Terminalia alata,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Terminalia alata,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Terminalia alata,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Terminalia alata,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Terminalia arjuna,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Terminalia bellirica,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Trema orientalis,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Turpinia malabarica,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Vernonia cinerea,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Vetiveria zizanoides,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Xylocarpus granatum,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Ziziphus nummularia,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Ziziphus xylopyrus,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Ziziphus xylopyrus,Orissa,NA,,,,,,,,,,,,,,,,,,,,
Acacia lenticularis,Orissa,North Deccan Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Orissa,North Deccan Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Boswellia serrata,Orissa,North Deccan Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Orissa,North Deccan Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Orissa,North Deccan Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Orissa,North Deccan Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Orissa,North Deccan Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Orissa,North Deccan Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Cleistanthus collinus,Orissa,North Deccan Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Cochlospermum religiosum,Orissa,North Deccan Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Dalbergia latifolia,Orissa,North Deccan Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Dendrocalamus strictus,Orissa,North Deccan Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Euphorbia nivulia,Orissa,North Deccan Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Flacourtia indica,Orissa,North Deccan Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Pterocarpus marsupium,Orissa,North Deccan Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Shorea roobusta,Orissa,North Deccan Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Spondias pinnata,Orissa,North Deccan Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Sterculia urens,Orissa,North Deccan Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Stereospermum suaveolens,Orissa,North Deccan Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Tectona grandis,Orissa,North Deccan Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Aphanamixis polystachya,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Artocarpus lakoocha,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Bridelia tomentosa,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Bridelia verrucosa,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Celtis tetrandra,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Dillenia pentagyna,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Ficus spp.,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Firmiana colorata,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Glochidion spp.,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Grewia tiliaefolia,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Litsea nitida,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Macaranga peltata,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Mangifera indica,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Mesua ferrea,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Michelia champaca,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Phoebe lanceolata,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Polyalthia spp.,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Pterocarpus marsupium,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Saraca indica,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Terminalia bellirica,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Terminalia tomentosa,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Xylia xylocarpa,Orissa,Odisha Semi-evergreen Forests,,,,,,,,,,,,,,,,,,,,
Acacia leucophloea,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Acacia leucophloea,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Acacia leucophloea,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Acacia senegal,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Aegle marmelos,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Anogeissus pendula,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Boswellia serreta,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Capparis zeylanica,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Carissa spp.,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Cassia fistula,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Dicrostachys cinerea,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Diospyros melanxylon,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Gardenia spp.,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Grewia spp.,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Gymnosporia spp.,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Mitragyna parviflora,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Peristrophe sp.,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Prosopis spicigera,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Rivea sp.,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Salvadora sp.,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Salvadora spp.,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Tamarix sp.,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Tinospora sp.,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Tragia sp.,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Vitis sp.,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Wrightia tinctoria.,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Zizyphus nummularia,Rajasthan,Aravalli West Thorn Scrub Forests,,,,,,,,,,,,,,,,,,,,
Acacia catechu,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Acacia catechu,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Acacia catechu,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Acacia senegal,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Acacia senegal,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Acacia senegal,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Acacia senegal,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Aegle marmelos,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Anogeissus pendula,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Bombax ceiba,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Boswellia serrata,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Commiphora mukul,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Dalbergia paniculata,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Dicliptera abuensis,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Diospyros spp.,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Emblica officinalis,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Euphorbia caducifolia,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Grewia tenax,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Grewia villosa,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Maytenus emarginata,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Ougeinia oojeinensis,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Securinega leucopyrus,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Sterculia urens,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Strobilanthes halbergii,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Tectona grandis,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Tectona grandis,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Tectona grandis,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Terminalia tomentosa,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Veronica anagallis,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Wrightia tinctoria,Rajasthan,Khathiara gir Dry Deciduous Forests,,,,,,,,,,,,,,,,,,,,
Abies densa,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Abies densa,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Abies densa,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Acacia catechu,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Acacia chundra,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Acacia leucophloea,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Acacia senegal,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Acacia senegal,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Acanthus ilicifolius,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Actinodaphne hookeri,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Aerva persica,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Aerva persica,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Ageratum conyzoides,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Ailanthus excelsa,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Albizia amara,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Albizia amara,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Altingia excelsa,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Anogeissus latifolia,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Anogeissus pendula,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Aristida funiculata,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Atalantia monophylla,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Avicennia alba,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Avicennia marina,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Avicennia marina,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Avicennia marina,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Avicennia marina,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Avicennia officinalis,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Barringtonia acutangula,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Bauhinia racemosa,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Bauhinia racemosa,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Betula utilis,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Betula utilis,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Boswellia serrata,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Bromus japonicus,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Bruguiera gymnorrhiza,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Buchanania lanzan,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Butea monosperma,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Canthium parviflorum,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Castanopsis indica,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Catunaregam spinosa,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Catunaregam spinosa,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Cedrus deodara,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Cedrus deodara,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Cedrus deodara,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Celtis australis,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Cenchrus biflorus,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Cenchrus biflorus,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Ceriops decandra,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Ceriops tagal,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Ceriops tagal,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Chloroxylon swietenia,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Chrysopogon aciculatus,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Cleistanthus collinus,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Cleistanthus collinus,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Cynodon dactylon,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Dactyloctenium aegyptium,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Dactyloctenium aegyptium,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Dalbergia latifolia,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Dendrocalamus strictus,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Dendrocalamus strictus,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Digitaria stewartiana,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Digitaria stewartiana,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Diospyros chloroxylon,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Diospyros ebenum,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Diospyros melanoxylon,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Dipterocarpus retusus,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Dipterocarpus turbinatus,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Eragrostis tenella,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Euphornia caducifolia,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Excoecaria agallocha,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Excoecaria agallocha,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Flacourtia montana,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Glochidion assamicum,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Glochidion hirsutum,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Gyrocarpus americanus,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Hardwickia binata,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Heteropogon contortus,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Holarrhena pubescens,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Holigarna grahamii,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Holoptelea integrifolia,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Hopea ponga,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Juniperus communis,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Juniperus communis,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Juniperus recurva,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Juniperus recurva,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Juniperus wallichiana,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Juniperus wallichiana,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Knema attenuata,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Lannea coromandelica,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Lannea coromandelica,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Lannea coromandelica,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Lantana camara,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Lasiurus scindicus,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Lithocarpus pachyphylla,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Litsea glabrata,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Lonicera tomentella,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Lumnitzera littorea,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Lumnitzera racemosa,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Mallotus philippensis,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Manilkara littoralis,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Melia azedarach,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Memecylon edule,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Mesua ferrea,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Mimosa hamata,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Mimosa hamata,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Myristica andamanica,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Myristica dactyloides,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Myristica longifolia,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Olea dioica,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Pandanus tectorius,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Panicum turgidum,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Phleum alpinum,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Phoenix humilis,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Phoenix paludosa,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Phragmites karka,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Phyllanthus emblica,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Picea smithiana,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Pinus insularis,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Pinus roxburghii,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Pinus roxburghii,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Pinus wallichiana,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Pinus wallichiana,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Pinus wallichiana,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Pinus wallichiana,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Pinus wallichiana,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Poa annua,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Pongamia pinnata,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Pongamia pinnata,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Prosopis cineraria,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Prosopis cineraria,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Prosopis juliflora,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Pterocarpus marsupium,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Pterocarpus santalinus,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Pterocymbium tinctorium,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Quercus dilatata,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Quercus lamellosa,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Quercus leucotrichophora,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Quercus leucotrichophora,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Quercus serrata,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Rhizophora apiculata,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Rhizophora apiculata,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Rhizophora apiculata,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Rhizophora mucronata,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Rhododendron arboreum,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Rhododendron arboreum,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Rhododendron barbatum,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Rhododendron barbatum,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Rhododendron campanulatum,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Rhododendron grande,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Schima wallichii,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Setaria viridis,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
Shorea assamica,Rajasthan,NA,,,,,,,,,,,,,,,,,,,,
